1,0
2,3
3,0
4,0
5,0
6,0
8,0
9,2
10,3
12,0
13,0
14,0
15,0
16,0
19,0
20,3
21,0
22,0
23,0
25,0
26,3
29,0
30,3
31,2
32,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
47,0
48,0
49,0
50,0
52,0
53,0
54,0
55,0
56,2
58,0
60,0
61,0
62,0
63,2
64,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
81,2
82,2
85,3
89,0
90,2
92,2
94,0
95,3
100,2
101,1
104,2
107,1
108,2
110,0
111,1
112,1
113,3
116,2
117,0
120,2
121,0
122,3
129,3
130,2
134,2
135,1
136,0
142,2
145,3
147,1
149,0
150,1
151,1
152,3
153,0
154,2
155,1
159,1
160,0
161,1
162,0
164,0
166,3
168,2
170,1
171,0
172,1
174,3
175,3
178,2
180,0
181,2
182,3
183,1
186,2
187,0
188,2
189,3
194,3
195,1
198,2
199,0
210,2
213,0
214,1
217,0
218,3
220,3
221,0
223,2
224,2
226,3
227,2
228,2
234,0
239,3
241,1
243,0
245,0
247,1
248,1
250,2
251,1
253,3
257,3
258,3
262,1
264,1
265,0
266,3
271,3
281,0
282,0
283,3
288,1
289,1
291,3
292,3
293,3
299,3
302,0
305,2
311,1
315,1
318,3
322,2
324,3
325,1
326,0
327,2
329,2
330,3
332,1
336,0
339,2
343,0
347,3
348,0
351,2
354,3
355,2
359,2
366,0
368,2
371,3
373,0
375,3
376,3
377,2
378,3
379,0
386,3
387,0
388,0
389,3
390,2
392,3
399,1
401,2
405,2
411,1
412,1
413,3
414,1
421,2
423,2
424,3
425,1
430,3
436,1
437,0
438,0
439,3
453,0
458,0
460,2
461,0
463,3
464,0
467,3
473,2
474,3
475,2
481,0
485,1
489,1
490,0
491,0
495,2
496,0
499,0
500,2
502,2
503,3
504,0
507,2
508,0
511,2
512,2
514,1
515,2
518,0
521,3
526,1
529,1
532,1
533,2
538,0
541,0
543,3
545,3
546,2
547,2
548,0
549,2
550,1
551,3
553,2
555,2
559,3
561,0
562,0
563,2
565,0
566,3
570,3
571,0
573,3
575,1
578,2
585,0
587,2
588,3
589,0
592,0
596,1
598,3
599,3
603,1
604,2
606,1
609,0
610,2
612,0
613,3
614,0
619,0
621,3
626,0
627,3
628,3
630,2
631,0
632,2
633,0
634,3
635,0
636,0
637,2
639,3
642,1
646,1
647,0
649,0
650,2
651,3
654,3
655,3
656,0
659,2
661,1
670,0
671,3
672,2
673,3
675,0
676,1
677,2
681,2
682,1
683,2
684,3
689,1
692,0
696,3
697,1
701,3
702,2
703,1
705,0
707,2
708,2
711,0
712,0
713,2
715,2
720,3
727,2
731,0
733,3
734,3
738,2
740,1
741,0
743,0
745,0
746,1
748,2
749,0
750,3
752,0
753,1
757,2
762,1
763,1
765,1
768,2
770,0
771,1
774,2
776,0
777,0
783,0
784,0
786,1
790,1
793,2
796,0
798,3
799,3
800,3
805,2
806,1
808,3
811,1
813,1
814,0
822,0
825,3
830,3
831,2
834,2
835,3
840,2
843,3
848,2
851,2
853,1
854,3
857,2
858,1
859,3
860,0
864,2
865,2
866,0
870,2
871,3
873,2
874,0
876,0
879,2
883,2
886,3
893,3
896,2
897,2
900,2
905,2
914,1
915,0
916,2
917,2
919,2
923,1
924,1
927,0
928,3
933,2
934,2
941,1
950,1
951,3
957,3
958,1
961,1
967,0
968,1
969,0
972,3
973,0
974,2
980,0
982,0
987,0
996,0
997,1
998,0
999,0
1006,2
1008,0
1009,3
1012,3
1013,0
1021,1
1026,2
1028,3
1029,2
1030,0
1032,3
1036,2
1037,0
1044,3
1045,2
1048,3
1049,1
1050,0
1052,0
1053,1
1054,0
1055,1
1058,2
1060,1
1063,2
1064,0
1065,1
1066,0
1067,2
1069,2
1071,1
1073,1
1074,1
1083,1
1086,3
1088,3
1092,0
1095,3
1098,3
1100,2
1105,2
1109,0
1110,0
1113,1
1114,1
1120,3
1121,0
1124,3
1131,1
1133,3
1134,0
1135,2
1139,0
1140,2
1145,2
1148,3
1151,0
1153,3
1155,3
1158,3
1159,0
1161,3
1163,1
1165,3
1166,3
1169,3
1172,3
1174,3
1175,1
1178,1
1182,3
1183,1
1188,2
1189,2
1190,1
1192,3
1195,1
1197,1
