2, 1018, 1
2, 6293, 0
11, 21031, 1
11, 3564, 0
20, 1018, 1
20, 10379, 0
27, 21031, 1
27, 11583, 0
56, 19776, 1
56, 9824, 0
56, 15969, 1
56, 20926, 0
56, 5380, 1
56, 507, 0
56, 9864, 1
56, 20257, 0
56, 19432, 1
56, 18741, 0
56, 16714, 1
56, 12000, 0
56, 16715, 1
56, 7282, 0
56, 1675, 1
56, 9141, 0
56, 19923, 1
56, 20195, 0
56, 20787, 1
56, 19387, 0
56, 20788, 1
56, 7283, 0
56, 20918, 1
56, 5474, 0
56, 16697, 1
56, 16146, 0
56, 19450, 1
56, 6026, 0
56, 222, 1
56, 8852, 0
56, 19102, 1
56, 7736, 0
59, 1046, 1
59, 7206, 0
63, 1598, 1
63, 2251, 0
65, 7632, 1
65, 4732, 0
65, 4220, 1
65, 5293, 0
75, 4906, 1
75, 12946, 0
75, 4930, 1
75, 19236, 0
82, 238, 1
82, 454, 0
82, 20079, 1
82, 39, 0
82, 438, 1
82, 15310, 0
82, 17302, 1
82, 15000, 0
82, 1501, 1
82, 17052, 0
82, 4095, 1
82, 1308, 0
83, 3681, 1
83, 2274, 0
85, 1782, 1
85, 17439, 0
85, 20622, 1
85, 3163, 0
85, 4367, 1
85, 15706, 0
88, 17278, 1
88, 12502, 0
97, 423, 1
97, 7180, 0
98, 5136, 1
98, 4007, 0
98, 19917, 1
98, 18312, 0
98, 20070, 1
98, 7520, 0
98, 239, 1
98, 16941, 0
103, 2388, 1
103, 16481, 0
104, 327, 1
104, 1238, 0
104, 1897, 1
104, 7590, 0
104, 19402, 1
104, 9970, 0
104, 7311, 1
104, 18513, 0
104, 9840, 1
104, 15275, 0
104, 20980, 1
104, 7130, 0
104, 19420, 1
104, 5830, 0
107, 15664, 1
107, 6690, 0
107, 1713, 1
107, 3091, 0
107, 7284, 1
107, 3759, 0
107, 7286, 1
107, 19545, 0
113, 9828, 1
113, 20562, 0
113, 20549, 1
113, 3239, 0
113, 2726, 1
113, 19172, 0
113, 1768, 1
113, 9231, 0
113, 10699, 1
113, 6912, 0
113, 19694, 1
113, 17132, 0
113, 20271, 1
113, 32, 0
113, 6670, 1
113, 545, 0
113, 19670, 1
113, 17574, 0
113, 1079, 1
113, 3069, 0
115, 9824, 1
115, 8119, 0
115, 326, 1
115, 19126, 0
115, 19432, 1
115, 15413, 0
115, 1675, 1
115, 16205, 0
115, 303, 1
115, 2338, 0
115, 817, 1
115, 1797, 0
115, 1649, 1
115, 8420, 0
115, 20916, 1
115, 592, 0
115, 20918, 1
115, 13702, 0
115, 19417, 1
115, 9985, 0
115, 19102, 1
115, 12311, 0
115, 1919, 1
115, 3097, 0
118, 7284, 1
118, 19183, 0
118, 238, 1
118, 19551, 0
124, 7125, 1
124, 7427, 0
124, 6821, 1
124, 14417, 0
124, 5293, 1
124, 5125, 0
124, 4743, 1
124, 16146, 0
125, 6448, 1
125, 7727, 0
125, 858, 1
125, 107, 0
125, 20107, 1
125, 14814, 0
125, 1471, 1
125, 17594, 0
130, 238, 1
130, 13164, 0
142, 261, 1
142, 17425, 0
146, 19402, 1
146, 11798, 0
146, 19179, 1
146, 2525, 0
146, 9840, 1
146, 16785, 0
146, 9841, 1
146, 966, 0
146, 16690, 1
146, 9835, 0
146, 16689, 1
146, 5180, 0
146, 19932, 1
146, 20137, 0
146, 19933, 1
146, 489, 0
